age,club_member_status,fashion_news_frequency,product_group_name,price,clusters
31.0,ACTIVE,NONE,Garment Upper body,0.0271016949152542,0
41.0,ACTIVE,NONE,Garment Lower body,0.0508305084745762,4
35.0,ACTIVE,NONE,Garment Upper body,0.008457627118644,0
41.0,ACTIVE,NONE,Garment Lower body,0.0176101694915254,4
65.0,ACTIVE,Regularly,Garment Upper body,0.0508305084745762,1
51.0,ACTIVE,NONE,Garment Lower body,0.0317966101694915,4
25.0,ACTIVE,Regularly,Garment Full body,0.0254067796610169,3
51.0,ACTIVE,NONE,Garment Lower body,0.0423559322033898,4
46.0,ACTIVE,Regularly,Garment Upper body,0.0508305084745762,1
24.0,ACTIVE,NONE,Underwear,0.0304915254237288,0
55.0,PRE-CREATE,NONE,Garment Full body,0.0338813559322033,2
18.0,ACTIVE,NONE,Socks & Tights,0.0030508474576271,1
27.0,ACTIVE,NONE,Garment Lower body,0.0338813559322033,0
49.0,ACTIVE,NONE,Garment Upper body,0.0127966101694915,4
31.0,ACTIVE,Regularly,Swimwear,0.0144237288135593,3
27.0,ACTIVE,Regularly,Underwear,0.0186271186440677,3
23.0,ACTIVE,NONE,Accessories,0.0047457627118644,0
69.0,ACTIVE,Regularly,Garment Upper body,0.0338813559322033,1
44.0,ACTIVE,Regularly,Garment Upper body,0.020322033898305,1
47.0,ACTIVE,NONE,Garment Upper body,0.0423559322033898,4
25.0,ACTIVE,NONE,Accessories,0.0121864406779661,0
52.0,ACTIVE,NONE,Garment Lower body,0.0254067796610169,4
47.0,ACTIVE,Regularly,Garment Upper body,0.0169322033898305,1
29.0,ACTIVE,NONE,Underwear,0.0241355932203389,0
80.0,ACTIVE,NONE,Accessories,0.0050677966101694,4
48.0,ACTIVE,Regularly,Underwear,0.0220169491525423,1
33.0,ACTIVE,Regularly,Underwear,0.0220169491525423,3
24.0,ACTIVE,NONE,Garment Upper body,0.0186271186440677,0
46.0,ACTIVE,NONE,Garment Full body,0.0423559322033898,4
47.0,ACTIVE,Regularly,Garment Lower body,0.0082203389830508,1
36.0,ACTIVE,NONE,Garment Full body,0.0338813559322033,4
45.0,ACTIVE,NONE,Garment Full body,0.0186271186440677,4
42.0,ACTIVE,NONE,Garment Upper body,0.0169322033898305,4
45.0,ACTIVE,NONE,Nightwear,0.0338813559322033,4
20.0,ACTIVE,Regularly,Garment Lower body,0.0169322033898305,3
54.0,PRE-CREATE,NONE,Garment Upper body,0.0338813559322033,2
29.0,ACTIVE,NONE,Garment Full body,0.0271016949152542,0
31.0,ACTIVE,NONE,Underwear,0.0169322033898305,0
34.0,ACTIVE,NONE,Garment Lower body,0.0220169491525423,0
32.0,ACTIVE,NONE,Garment Upper body,0.0152372881355932,0
45.0,ACTIVE,Regularly,Garment Lower body,0.0088813559322033,1
24.0,ACTIVE,Regularly,Garment Lower body,0.0423559322033898,3
53.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,4
58.0,ACTIVE,NONE,Underwear,0.0304915254237288,4
48.0,ACTIVE,Regularly,Garment Upper body,0.0338813559322033,1
54.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,4
29.0,ACTIVE,NONE,Garment Upper body,0.0141864406779661,0
28.0,ACTIVE,NONE,Accessories,0.020322033898305,0
33.0,ACTIVE,NONE,Garment Lower body,0.0338813559322033,0
52.0,ACTIVE,Regularly,Garment Upper body,0.015864406779661,1
32.0,ACTIVE,NONE,Swimwear,0.0304915254237288,0
53.0,ACTIVE,Regularly,Garment Upper body,0.0135423728813559,1
49.0,ACTIVE,Regularly,Garment Lower body,0.0576101694915254,1
32.0,ACTIVE,NONE,Garment Full body,0.0338813559322033,0
60.0,ACTIVE,Regularly,Garment Upper body,0.008457627118644,1
31.0,ACTIVE,NONE,Garment Lower body,0.0406610169491525,0
50.0,ACTIVE,Regularly,Garment Lower body,0.0338813559322033,1
56.0,ACTIVE,Regularly,Garment Lower body,0.0254067796610169,1
46.0,ACTIVE,NONE,Garment Upper body,0.0593050847457627,4
35.0,ACTIVE,NONE,Accessories,0.0101525423728813,0
30.0,ACTIVE,Regularly,Garment Lower body,0.0254067796610169,3
24.0,ACTIVE,NONE,Garment Lower body,0.0338813559322033,0
27.0,ACTIVE,NONE,Garment Lower body,0.0508305084745762,0
33.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,0
52.0,ACTIVE,NONE,Garment Upper body,0.0254067796610169,4
42.0,ACTIVE,NONE,Accessories,0.008457627118644,4
34.0,ACTIVE,NONE,Garment Lower body,0.0593050847457627,0
23.0,ACTIVE,NONE,Garment Lower body,0.0118474576271186,0
65.0,ACTIVE,Regularly,Garment Full body,0.0338813559322033,1
26.0,ACTIVE,Regularly,Garment Upper body,0.0067627118644067,3
33.0,ACTIVE,Regularly,Swimwear,0.0169322033898305,3
27.0,ACTIVE,Regularly,Swimwear,0.0169322033898305,3
20.0,ACTIVE,Regularly,Underwear,0.0271016949152542,3
28.0,ACTIVE,NONE,Accessories,0.0338813559322033,0
55.0,ACTIVE,NONE,Swimwear,0.0304915254237288,4
52.0,ACTIVE,Regularly,Garment Upper body,0.0135423728813559,1
25.0,ACTIVE,NONE,Garment Lower body,0.0148135593220339,0
26.0,ACTIVE,NONE,Garment Lower body,0.0254067796610169,0
46.0,ACTIVE,NONE,Garment Upper body,0.0169322033898305,4
25.0,ACTIVE,NONE,Garment Lower body,0.0338813559322033,0
44.0,ACTIVE,Regularly,Garment Upper body,0.0423559322033898,1
24.0,ACTIVE,NONE,Garment Full body,0.0338813559322033,0
50.0,ACTIVE,NONE,Garment Lower body,0.0271016949152542,4
35.0,ACTIVE,NONE,Garment Upper body,0.0152372881355932,0
56.0,ACTIVE,NONE,Garment Lower body,0.020322033898305,4
49.0,ACTIVE,NONE,Garment Upper body,0.0146779661016949,4
53.0,ACTIVE,Regularly,Underwear,0.0370677966101694,1
31.0,ACTIVE,NONE,Garment Upper body,0.0169322033898305,0
22.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,0
28.0,ACTIVE,Regularly,Garment Lower body,0.0254067796610169,3
40.0,ACTIVE,Regularly,Garment Lower body,0.0254067796610169,1
26.0,ACTIVE,NONE,Garment Upper body,0.0406610169491525,0
56.0,ACTIVE,Regularly,Garment Lower body,0.0220169491525423,1
66.0,ACTIVE,NONE,Garment Upper body,0.0135423728813559,4
35.0,ACTIVE,Regularly,Garment Upper body,0.0542203389830508,3
46.0,ACTIVE,NONE,Garment Upper body,0.0423559322033898,4
24.0,ACTIVE,NONE,Garment Upper body,0.0135423728813559,0
24.0,ACTIVE,NONE,Garment Lower body,0.0169322033898305,0
31.0,ACTIVE,Regularly,Garment Upper body,0.0508305084745762,3
53.0,ACTIVE,Regularly,Shoes,0.0593050847457627,1
42.0,ACTIVE,Regularly,Garment Lower body,0.0355762711864406,1
30.0,ACTIVE,NONE,Shoes,0.0355762711864406,0
30.0,ACTIVE,Regularly,Shoes,0.0338813559322033,3
35.0,ACTIVE,NONE,Swimwear,0.0259152542372881,0
30.0,ACTIVE,NONE,Garment Lower body,0.0220169491525423,0
46.0,ACTIVE,NONE,Garment Full body,0.0254067796610169,4
34.0,ACTIVE,Regularly,Accessories,0.0043898305084745,3
35.0,ACTIVE,Regularly,Garment Lower body,0.0237118644067796,3
56.0,ACTIVE,Regularly,Garment Full body,0.0254067796610169,1
27.0,ACTIVE,NONE,Swimwear,0.0135423728813559,0
24.0,ACTIVE,Regularly,Swimwear,0.0086271186440677,3
28.0,ACTIVE,NONE,Underwear,0.0057457627118644,0
25.0,ACTIVE,Regularly,Garment Lower body,0.0271016949152542,3
55.0,ACTIVE,Monthly,Underwear,0.0254067796610169,1
29.0,ACTIVE,NONE,Garment Upper body,0.0169322033898305,0
49.0,ACTIVE,NONE,Garment Lower body,0.0254067796610169,4
23.0,ACTIVE,Regularly,Underwear,0.0254067796610169,3
25.0,ACTIVE,Regularly,Shoes,0.0444745762711864,3
25.0,ACTIVE,NONE,Garment Upper body,0.008457627118644,0
47.0,ACTIVE,Regularly,Garment Upper body,0.0457457627118644,1
39.0,ACTIVE,NONE,Garment Lower body,0.0169322033898305,4
26.0,ACTIVE,NONE,Garment Lower body,0.0635423728813559,0
23.0,ACTIVE,Regularly,Garment Full body,0.0304915254237288,3
21.0,ACTIVE,NONE,Underwear,0.0220169491525423,0
41.0,ACTIVE,NONE,Underwear,0.0220169491525423,4
38.0,ACTIVE,NONE,Garment Lower body,0.0152372881355932,4
23.0,ACTIVE,Regularly,Garment Upper body,0.0054067796610169,3
42.0,ACTIVE,Regularly,Garment Full body,0.0265423728813559,1
36.0,ACTIVE,NONE,Garment Upper body,0.0169322033898305,4
22.0,ACTIVE,Regularly,Underwear,0.0169322033898305,3
29.0,ACTIVE,NONE,Garment Upper body,0.0152372881355932,0
20.0,ACTIVE,NONE,Garment Full body,0.0190677966101694,0
39.0,ACTIVE,Regularly,Garment Upper body,0.0220169491525423,1
51.0,ACTIVE,NONE,Garment Upper body,0.0406610169491525,4
63.0,ACTIVE,Regularly,Garment Upper body,0.0169322033898305,1
23.0,ACTIVE,NONE,Garment Upper body,0.0508305084745762,0
29.0,ACTIVE,Regularly,Garment Upper body,0.0254067796610169,3
27.0,ACTIVE,Regularly,Garment Lower body,0.0423559322033898,3
47.0,ACTIVE,NONE,Garment Lower body,0.0423559322033898,4
27.0,ACTIVE,Regularly,Garment Lower body,0.03,3
29.0,ACTIVE,NONE,Garment Lower body,0.0271016949152542,0
43.0,ACTIVE,Regularly,Garment Full body,0.0338813559322033,1
23.0,ACTIVE,NONE,Garment Lower body,0.0304915254237288,0
53.0,ACTIVE,Regularly,Garment Lower body,0.0338813559322033,1
34.0,ACTIVE,Regularly,Garment Upper body,0.0237118644067796,3
30.0,ACTIVE,Regularly,Garment Upper body,0.0311694915254237,3
29.0,ACTIVE,Regularly,Shoes,0.0474406779661016,3
25.0,ACTIVE,Regularly,Unknown,0.0304915254237288,3
32.0,ACTIVE,NONE,Garment Full body,0.008457627118644,0
21.0,ACTIVE,NONE,Garment Lower body,0.0338813559322033,0
43.0,PRE-CREATE,NONE,Garment Upper body,0.0271016949152542,2
56.0,ACTIVE,NONE,Garment Upper body,0.0096949152542372,4
26.0,ACTIVE,NONE,Garment Full body,0.0220169491525423,0
25.0,ACTIVE,Regularly,Accessories,0.0050677966101694,3
56.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,4
50.0,ACTIVE,NONE,Garment Upper body,0.0143898305084745,4
32.0,ACTIVE,Regularly,Garment Full body,0.0254067796610169,3
24.0,ACTIVE,Regularly,Garment Lower body,0.0152372881355932,3
46.0,ACTIVE,Regularly,Socks & Tights,0.0112881355932203,1
26.0,ACTIVE,NONE,Garment Lower body,0.0355762711864406,0
22.0,ACTIVE,NONE,Socks & Tights,0.0056440677966101,0
52.0,ACTIVE,Regularly,Garment Full body,0.036,1
21.0,ACTIVE,NONE,Garment Upper body,0.0091355932203389,0
24.0,ACTIVE,NONE,Garment Upper body,0.0152372881355932,0
45.0,ACTIVE,NONE,Garment Upper body,0.0254067796610169,4
38.0,ACTIVE,Regularly,Garment Upper body,0.0304915254237288,1
54.0,ACTIVE,Regularly,Garment Full body,0.0271016949152542,1
33.0,ACTIVE,Regularly,Socks & Tights,0.0087118644067796,3
45.0,ACTIVE,Regularly,Garment Upper body,0.0423559322033898,1
34.0,ACTIVE,NONE,Accessories,0.008457627118644,0
30.0,ACTIVE,NONE,Shoes,0.0338813559322033,0
35.0,ACTIVE,NONE,Garment Lower body,0.0338813559322033,0
24.0,ACTIVE,Regularly,Accessories,0.0039999999999999,3
59.0,ACTIVE,NONE,Garment Lower body,0.0304915254237288,4
34.0,ACTIVE,Regularly,Garment Upper body,0.0169322033898305,3
35.0,ACTIVE,Regularly,Garment Lower body,0.0338813559322033,3
22.0,ACTIVE,Regularly,Accessories,0.0033728813559322,3
55.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,4
23.0,ACTIVE,Regularly,Underwear,0.0115084745762711,3
62.0,ACTIVE,Regularly,Garment Full body,0.0423559322033898,1
52.0,ACTIVE,NONE,Garment Lower body,0.0508305084745762,4
20.0,ACTIVE,NONE,Garment Full body,0.0169322033898305,0
61.0,ACTIVE,Regularly,Garment Full body,0.0108305084745762,1
24.0,ACTIVE,NONE,Swimwear,0.0254067796610169,0
19.0,ACTIVE,NONE,Garment Upper body,0.022864406779661,0
41.0,ACTIVE,NONE,Swimwear,0.0169322033898305,4
25.0,ACTIVE,NONE,Garment Upper body,0.0508305084745762,0
28.0,ACTIVE,NONE,Garment Full body,0.0423559322033898,0
47.0,ACTIVE,Regularly,Garment Lower body,0.0153559322033898,1
26.0,ACTIVE,NONE,Garment Upper body,0.0162711864406779,0
21.0,ACTIVE,Regularly,Swimwear,0.0169322033898305,3
33.0,ACTIVE,Regularly,Garment Lower body,0.0338813559322033,3
48.0,ACTIVE,Regularly,Garment Lower body,0.0220169491525423,1
32.0,ACTIVE,NONE,Garment Upper body,0.0432033898305084,0
24.0,ACTIVE,NONE,Garment Upper body,0.0093728813559322,0
24.0,ACTIVE,NONE,Garment Upper body,0.0065593220338983,0
50.0,ACTIVE,Regularly,Garment Full body,0.0508305084745762,1
40.0,ACTIVE,NONE,Garment Upper body,0.0040508474576271,4
26.0,ACTIVE,Regularly,Swimwear,0.0304915254237288,3
60.0,ACTIVE,NONE,Garment Upper body,0.0135423728813559,4
50.0,ACTIVE,Regularly,Garment Lower body,0.0254067796610169,1
58.0,ACTIVE,Regularly,Garment Lower body,0.0101525423728813,1
34.0,ACTIVE,Regularly,Garment Upper body,0.0254067796610169,3
42.0,ACTIVE,NONE,Garment Upper body,0.0254067796610169,4
42.0,ACTIVE,Regularly,Garment Upper body,0.0135423728813559,1
52.0,ACTIVE,Regularly,Garment Lower body,0.0169322033898305,1
49.0,ACTIVE,Regularly,Garment Upper body,0.0127457627118644,1
35.0,ACTIVE,NONE,Garment Upper body,0.0338813559322033,0
31.0,ACTIVE,Regularly,Swimwear,0.0169322033898305,3
32.0,ACTIVE,NONE,Swimwear,0.0152372881355932,0
33.0,ACTIVE,NONE,Garment Upper body,0.0169322033898305,0
51.0,ACTIVE,Regularly,Garment Upper body,0.0423559322033898,1
54.0,ACTIVE,NONE,Garment Upper body,0.0152372881355932,4
58.0,ACTIVE,Regularly,Garment Upper body,0.0338813559322033,1
53.0,ACTIVE,NONE,Underwear,0.0159661016949152,4
42.0,ACTIVE,NONE,Garment Upper body,0.0118474576271186,4
37.0,ACTIVE,NONE,Accessories,0.0101525423728813,4
51.0,ACTIVE,Regularly,Garment Upper body,0.0220169491525423,1
49.0,ACTIVE,NONE,Garment Lower body,0.0176101694915254,4
